,runid,N,E,m,B,H,rocauc,entropy,ccm,ccM,bias1,bias2,bias1_towards,bias2_towards,pseeds,crawled,supernode,pseeds_,ntours,mean_length_tour,min_length_tour,max_length_tour,mean_length_tour_0,mean_length_tour_1,b0,b1,h00,h11,h01,h10,B0,B1,H00,H11,H01,H10,h,precise_pseeds
31,1,2000,7984,4,0.5,0.4,0.6748262726819116,0.5018887363400392,0.5873261205564142,0.5905511811023623,0.4986309862065402,-0.0027380275869195296,unbiased,unbiased,0.4,518,200,,100,11.43,1,67,10.862745098039216,12.020408163265307,0.51,0.49,0.22,0.18,0.32,0.27,0.5,0.5,0.21,0.19,0.31,0.29,0.4,0.36
32,1,2000,39600,20,0.3,0.2,1.0,-1.805952354608839e-06,1.0,0.9978118161925602,0.5005476451259584,0.0010952902519167414,unbiased,unbiased,0.4,562,200,,100,11.06,1,54,10.803030303030303,11.558823529411764,0.64,0.36,0.15,0.07,0.25,0.53,0.7,0.3,0.2,0.04,0.26,0.5,0.24000000000000002,0.38
33,1,2000,78400,40,0.1,0.9,1.0,-1.1321029339315915e-07,1.0,1.0,0.5,0.0,unbiased,unbiased,0.3,498,200,,100,8.96,1,35,9.114942528735632,7.923076923076923,0.93,0.07,0.94,0.01,0.04,0.0,0.9,0.1,0.89,0.04,0.06,0.01,0.93,0.35
34,1,2000,78400,40,0.3,0.8,1.0,5.042000451940959e-05,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,598,200,,100,11.15,1,57,10.521739130434783,12.548387096774194,0.75,0.25,0.11,0.72,0.05,0.13,0.7,0.3,0.17,0.64,0.06,0.13,0.81,0.4
35,1,2000,7984,4,0.3,0.7,0.7870810071095216,0.3511373362941443,0.32178217821782173,0.777533039647577,0.2927114743691477,-0.41457705126170447,majority,majority,0.3,488,200,,100,10.28,1,57,10.373134328358208,10.090909090909092,0.72,0.28,0.64,0.12,0.16,0.08,0.7,0.3,0.61,0.13,0.17,0.09,0.74,0.34
36,1,2000,78400,40,0.3,0.8,1.0,0.00024563747725040054,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,660,200,,100,12.2,1,53,12.863636363636363,10.911764705882353,0.72,0.28,0.14,0.67,0.07,0.13,0.7,0.3,0.18,0.63,0.07,0.12,0.81,0.43
37,1,2000,7984,4,0.5,0.5,0.4956448979591837,0.5434353474362161,0.51,0.47857142857142854,0.5158959537572254,0.031791907514450914,unbiased,unbiased,0.3,400,200,,100,8.46,1,53,9.083333333333334,7.525,0.5,0.5,0.24,0.23,0.27,0.26,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.3
38,1,2000,76989,40,0.3,0.0,1.0,0.005349839271080292,0.993993993993994,1.0,0.4984939759036145,-0.0030120481927710724,unbiased,unbiased,0.3,505,200,,100,10.02,1,53,9.64179104477612,10.787878787878787,0.62,0.38,0.0,0.0,0.25,0.75,0.7,0.3,0.0,0.0,0.31,0.69,0.0,0.35
39,1,2000,39600,20,0.3,0.9,1.0,-2.0176208780720597e-06,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,578,200,,100,11.15,1,65,12.130434782608695,8.96774193548387,0.71,0.29,0.7,0.2,0.07,0.03,0.7,0.3,0.67,0.23,0.07,0.03,0.9,0.39
40,1,2000,7974,4,0.1,1.0,1.0,-1.0462314633752059e-06,1.0,1.0,0.5,0.0,unbiased,unbiased,0.3,481,200,,100,10.31,1,45,10.340659340659341,10.0,0.91,0.09,0.08,0.92,0.0,0.0,0.9,0.1,0.1,0.9,0.0,0.0,1.0,0.34
41,1,2000,78400,40,0.3,0.9,1.0,-2.9463843754097162e-06,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,568,200,,100,10.13,1,34,10.791044776119403,8.787878787878787,0.69,0.31,0.23,0.65,0.03,0.09,0.7,0.3,0.22,0.67,0.03,0.08,0.89,0.38
42,1,2000,7977,4,0.5,1.0,1.0,-4.8447960627262106e-06,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,543,200,,100,11.92,1,53,11.26530612244898,12.549019607843137,0.47,0.53,0.54,0.46,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.37
43,1,2000,77755,40,0.1,1.0,1.0,-1.0256256411682617e-06,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,630,200,,100,11.71,1,76,12.136363636363637,8.583333333333334,0.9,0.1,0.93,0.07,0.0,0.0,0.9,0.1,0.91,0.09,0.0,0.0,1.0,0.41
44,1,2000,39600,20,0.5,0.3,0.9988729481341692,0.046035248185745725,0.975867269984917,0.990521327014218,0.4962738654374664,-0.007452269125067272,unbiased,unbiased,0.3,504,200,,100,9.81,1,34,10.305084745762711,9.097560975609756,0.52,0.48,0.15,0.15,0.36,0.34,0.5,0.5,0.16,0.15,0.35,0.34,0.31,0.35
45,1,2000,39600,20,0.3,0.4,0.8933046302247145,0.3706469044979126,0.7072538860103628,0.8726673984632272,0.44765134374780635,-0.10469731250438728,majority,majority,0.3,503,200,,100,9.91,1,50,10.985714285714286,7.4,0.7,0.3,0.07,0.39,0.31,0.22,0.7,0.3,0.07,0.41,0.29,0.23,0.48,0.35
46,1,2000,78400,40,0.5,0.1,1.0,-5.04312938011998e-06,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,527,200,,100,10.01,1,40,9.982142857142858,10.045454545454545,0.51,0.49,0.06,0.07,0.43,0.45,0.5,0.5,0.06,0.06,0.45,0.44,0.12,0.36
47,1,2000,39600,20,0.3,0.3,0.9952407086121635,0.05054969824712232,0.953551912568306,0.980561555075594,0.4930175651637981,-0.01396486967240377,unbiased,unbiased,0.3,508,200,,100,9.67,1,53,10.378378378378379,7.653846153846154,0.67,0.33,0.07,0.29,0.39,0.25,0.7,0.3,0.05,0.33,0.37,0.25,0.38,0.35
48,1,2000,39600,20,0.3,0.2,0.9999881011875016,0.008844221533354488,0.9913793103448276,1.0,0.49783549783549785,-0.00432900432900431,unbiased,unbiased,0.3,486,200,,100,9.4,1,50,8.696969696969697,10.764705882352942,0.63,0.37,0.16,0.06,0.26,0.52,0.7,0.3,0.2,0.04,0.26,0.5,0.24000000000000002,0.34
49,1,2000,7984,4,0.5,0.6,0.3654598887939133,0.3750619779359591,0.4685212298682284,0.48699421965317924,0.4903334949768717,-0.01933301004625666,unbiased,unbiased,0.3,425,200,,100,9.11,1,46,9.729166666666666,8.538461538461538,0.49,0.51,0.28,0.32,0.18,0.22,0.5,0.5,0.29,0.3,0.2,0.2,0.59,0.31
50,1,2000,7984,4,0.1,0.6,0.4136456004877058,0.24093876727594254,0.08270676691729328,0.8918918918918919,0.08486238532110096,-0.8302752293577981,majority,majority,0.4,557,200,,100,12.25,1,71,12.393617021276595,10.0,0.91,0.09,0.87,0.01,0.08,0.04,0.9,0.1,0.86,0.01,0.09,0.04,0.87,0.38
51,1,2000,39600,20,0.1,0.8,0.988798490744016,0.1833275244677313,0.26515151515151514,0.9678988326848249,0.215037054745398,-0.5699258905092038,majority,majority,0.4,640,200,,100,12.23,1,66,12.622222222222222,8.7,0.92,0.08,0.91,0.01,0.06,0.01,0.9,0.1,0.88,0.02,0.08,0.02,0.9,0.42
52,1,2000,78400,40,0.3,0.8,1.0,7.939543338991896e-05,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,524,200,,100,9.54,1,69,8.220779220779221,13.956521739130435,0.73,0.27,0.13,0.68,0.06,0.12,0.7,0.3,0.18,0.64,0.07,0.12,0.8200000000000001,0.36
53,1,2000,39600,20,0.5,0.3,0.9979789988310143,0.04289820550426634,0.9778830963665087,0.9775280898876404,0.5000907754034967,0.00018155080699338083,unbiased,unbiased,0.4,544,200,,100,9.83,1,53,10.578947368421053,8.837209302325581,0.51,0.49,0.16,0.14,0.36,0.34,0.5,0.5,0.15,0.15,0.35,0.35,0.3,0.37
54,1,2000,78400,40,0.1,0.2,0.9977404321423528,0.003587740781403914,0.9863013698630136,0.9868791002811621,0.49985360426304387,-0.00029279147391229014,unbiased,unbiased,0.4,660,200,,100,12.93,1,76,13.348314606741573,9.545454545454545,0.85,0.15,0.01,0.43,0.44,0.12,0.9,0.1,0.01,0.51,0.39,0.09,0.52,0.43
55,1,2000,39600,20,0.5,0.4,0.8809944101206237,0.3947659376714149,0.7834710743801653,0.7783171521035599,0.5016500067644284,0.003300013528856686,unbiased,unbiased,0.4,577,200,,100,10.82,1,46,10.181818181818182,11.321428571428571,0.49,0.51,0.21,0.2,0.3,0.3,0.5,0.5,0.21,0.19,0.31,0.29,0.4,0.39
56,1,2000,7984,4,0.3,0.6,0.3665906679285325,0.3935369196049044,0.2893401015228426,0.6463276836158192,0.30923379656590794,-0.38153240686818407,majority,majority,0.4,521,200,,100,11.25,1,53,10.506666666666666,13.48,0.71,0.29,0.56,0.11,0.18,0.15,0.7,0.3,0.55,0.11,0.19,0.15,0.66,0.36
57,1,2000,39423,20,0.5,0.0,1.0,0.004420580635697289,0.9901800327332242,1.0,0.4975328947368421,-0.004934210526315806,unbiased,unbiased,0.4,547,200,,100,10.37,1,48,12.326086956521738,8.703703703703704,0.48,0.52,0.0,0.0,0.52,0.48,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.37
58,1,2000,7984,4,0.5,0.9,0.9995659938188673,0.01698973546313324,0.9764309764309764,0.9786535303776683,0.4994315964504471,-0.0011368070991058402,unbiased,unbiased,0.4,597,200,,100,13.07,1,65,14.285714285714286,11.901960784313726,0.49,0.51,0.45,0.43,0.06,0.06,0.5,0.5,0.45,0.45,0.05,0.05,0.9,0.4
59,1,2000,39600,20,0.1,0.9,1.0,0.0017348110489547469,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,635,200,,100,12.04,1,46,12.184782608695652,10.375,0.92,0.08,0.92,0.02,0.06,0.0,0.9,0.1,0.89,0.04,0.06,0.01,0.93,0.42
60,1,2000,7984,4,0.3,0.4,0.6651110769322097,0.3891675981126203,0.45038167938931295,0.7274655355249204,0.3823769956633197,-0.2352460086733607,majority,majority,0.3,464,200,,100,10.13,1,47,10.23943661971831,9.862068965517242,0.69,0.31,0.08,0.37,0.32,0.23,0.7,0.3,0.07,0.4,0.3,0.23,0.47000000000000003,0.33
